Case_ID,Case_Title,Reporting_Time,Crime_Location,Status
RC-01/2021/ACE/DLI,Death of Shri Yumsen Matey,EX-MLA 56th Khonsa West constituency of Tirap District.,2021-01-01 08:15:00,Tirap District,Tirap District,Delhi,Closed
RC-01/2021/ACE/GUW,Recovery of explosive by 17 Assam Refiles at PS Tipa,District Siaha,Mizoram,2021-01-02 14:30:00,PS Tipa,District Siaha,Mizoram,Open
RC-03/2024/ACE/GUW,Terrorist attack in Kokrajhar of Bodoland Territorial Areas - BTAD,Assam.,2024-03-02 14:30:00,Kokrajhar,Assam,Open
RC-03/2024/ACE/BGL,Andhra Pradesh Tax Case,2024-03-03 11:45:00,Andhra Pradesh,India,Open
RC-03/2024/ACE/MUM,Seizure of Counterfeit Indian Currency Notes from Riyaz Abdul Rahiman Shikilkar.,2024-03-04 09:20:00,Mumbai,Maharashtra,Closed
RC-03/2024/ACE/LKW,Conspiracy of Pakistani Intelligence Agency to obtain information from Indian Army Officials,2024-03-05 12:00:00,Lucknow,Uttar Pradesh,Closed
RC-08/2024/ACE/JMU,Arrest of 03 persons of JKGF & TuM at Mendhar,District Poonch,2024-03-06 16:45:00,Mendhar,Jammu and Kashmir,Closed
RC-03/2024/ACE/CHE,Insider Trading Through Wearable Tech: Financial regulators discover a sophisticated insider trading ring using wearable devices to discreetly transmit stock tips based on stolen confidential information.,2024-03-07 10:30:00,Chennai,Tamil Nadu,Closed
RC-03/2024/ACE/AMD,Rajkot IPR Infringement: Local artist''s work stolen by a multinational corporation.,2024-03-08 13:20:00,Rajkot,Gujarat,Closed
RC-03/2024/ACE/KOL,Shillong Academic Plagiarism: Professor Faces Charges for Copying Research,2024-03-09 09:50:00,Shillong,Meghalaya,Open
RC-08/2024/ACE/BGL,Smart Home Hijacking: Hackers gain control of a family''s smart home devices,terrorizing them with automated actions.,2024-03-10 15:10:00,Bengaluru,Karnataka,Open
RC-04/2024/ACE/DLI,Killing of Amit Sharma at Guru Nanak Stadium,Ludhiana city,Punjab,2024-04-01 08:15:00,Ludhiana,Punjab,Open
RC-04/2024/ACE/GUW,Arrest of woman arms dealer from Mantripukhri,Lamlonlei with foreign currency,Manipur,2024-04-02 14:30:00,Mantripukhri,Manipur,Closed
RC-04/2024/ACE/BGL,Oil Spill Threatens Marine Life: Tanker Runs Aground off Coastal Town,2024-04-03 11:45:00,Coastal Town,India,Closed
RC-04/2024/ACE/MUM,Hijacking of Indian Jet Airways Plane 9W 339. Mumbai-Delhi,2024-04-04 09:20:00,Mumbai-Delhi Route,Open
RC-09/2024/ACE/DLI,Illegal import of Night Vision Devices,2024-04-05 12:00:00,Unknown,Open
RC-04/2024/ACE/JMU,Escape of Pakistani Terrorist Naved Jatt from SMHS Hospital Srinagar,2024-04-06 16:45:00,Srinagar,Jammu and Kashmir,Open
RC-04/2024/ACE/CHE,Kalamassery Bus Burning Case,Kerala,2024-04-07 10:30:00,Kalamassery,Kerala,Open
RC-04/2024/ACE/AMD,Murder of two office bearers of a Political Party in Bharuch City,Gujarat,2024-04-08 13:20:00,Bharuch City,Gujarat,Open
RC-04/2024/ACE/KOL,Social Media Identity Theft: Fake profiles used to scam unsuspecting victims out of money and personal information.,2024-04-09 09:50:00,Kolkata,West Bengal,Open
RC-09/2024/ACE/BGL,A ransomware incident reported by National Aerospace Laboratories - NAL,Bengaluru on 15.11.2023,2024-04-10 15:10:00,Bengaluru,Karnataka,Open
RC-05/2024/ACE/DLI,Delhi Stockbroker Charged: Insider Trading Ring Manipulates Market Prices,2024-05-01 08:15:00,Delhi,India,Open
RC-05/2024/ACE/GUW,Involvement of Nagaland Police Personnel in siphoning off Arms to NSCN IM Cadre,2024-05-02 14:30:00,Nagaland,India,Open
RC-05/2024/ACE/HYD,Hyderabad Bank Fraud: Branch Manager Embezzles Funds for Luxury Cars,2024-05-03 11:45:00,Hyderabad,Telangana,Open
RC-05/2024/ACE/MUM,Life threat by Bomb Blast to the Union Minister & extortion demand of 100 crore,2024-05-04 09:20:00,Mumbai,Maharashtra,Open
RC-05/2024/ACE/KOL,Sunil Joshi Murder Case,2024-05-05 12:00:00,Unknown,Closed
RC-05/2024/ACE/JMU,Criminal conspiracy hatched by an unknown outfit to wage war against the Government of India,2024-05-06 16:45:00,Unknown,Closed
RC-05/2024/ACE/CHE,Gamified Phishing Campaign: Cybercriminals target children with online games laced with malware to steal their parents'' financial information.,2024-05-07 10:30:00,Chennai,Tamil Nadu,Open
RC-05/2024/ACE/AMD,Surat Diamond Smuggling Ring: Rough stones vanish in transit,leaving a trail of unpaid taxes.,2024-05-08 13:20:00,Surat,Gujarat,Open
RC-10/2024/ACE/GUW,Public Hospital Strike Leaves Patients in Limbo: Nurses Demand Better Pay and Working Conditions,2024-05-09 09:50:00,Kolkata,West Bengal,Open
RC-05/2024/ACE/BGL,Explosion at Rameshwaram Cafe,ITPL Main Road,Kundanahalli,Bengaluru,Karnataka.,2024-05-10 15:10:00,Bengaluru,Karnataka,Open
